customer_id,first_name,last_name,gender,age,email,phone,city,state,country,signup_date,loyalty_tier,preferred_channel
CUST00046,Maurice,Mercado,Other,24,smcguire@gmail.com,(663)325-4493,Port Kevinshire,Virginia,USA,2022-09-15,Platinum,Mobile App
CUST00047,Kelly,Crane,Other,50,trandylan@gmail.com,+1-064-010-5793x7883,South Allison,South Dakota,USA,2024-01-20,Platinum,Web
CUST00048,Ethan,Morrison,Male,41,longcraig@young.net,(550)392-0562x875,Kaylaberg,Massachusetts,USA,2023-07-11,Silver,In-Store
CUST00049,Patricia,Phillips,Other,18,spearskaren@gmail.com,418-037-0882x871,Burkefort,Rhode Island,USA,2024-08-31,Platinum,Mobile App
CUST00050,Elizabeth,Gilmore,Female,19,littleandrew@yahoo.com,+1-377-761-7605x684,Houstontown,Nevada,USA,2022-04-12,Silver,Mobile App
CUST00051,Joshua,Garrett,Female,33,aadams@williams.com,127-623-2610x090,East Jason,Minnesota,USA,2026-03-21,Silver,Web
CUST00052,Derek,Thomas,Other,23,knelson@cardenas-carlson.net,001-465-940-3329x016,New Evelyn,Washington,USA,2024-10-08,Silver,In-Store
CUST00053,Sara,Cruz,Female,70,robinsonlisa@rosario.info,(267)380-5706,West Lindsey,Missouri,USA,2022-03-24,Silver,In-Store
CUST00054,Tonya,Pace,Male,26,mherrera@walters.com,191.497.4837x80934,New Karaville,Maine,USA,2023-09-28,Platinum,Mobile App
CUST00055,Emily,Johnson,Other,28,jamesmurphy@hotmail.com,275.316.3028x428,Lake David,Colorado,USA,2024-06-13,Gold,In-Store
CUST00056,Kevin,Williams,Other,45,anna34@gmail.com,001-094-702-2295x71422,Christieport,North Carolina,USA,2022-11-26,Silver,In-Store
CUST00057,Ashley,Hale,Other,62,lsharp@reese-watson.info,844.985.3512,Harrisland,Tennessee,USA,2023-02-06,Silver,In-Store
CUST00058,Toni,Williams,Female,43,travis83@hoffman.biz,878.884.6971x419,Roseland,Missouri,USA,2023-04-08,Platinum,In-Store
CUST00059,Sydney,Lin,Female,46,nkent@chavez.info,(980)737-0302x6431,Marieberg,Nebraska,USA,2024-12-26,Platinum,Mobile App
CUST00060,Alexander,Taylor,Male,33,ronnie85@phillips.com,837.640.8880x361,Sandraview,Iowa,USA,2025-09-17,Silver,Web
CUST00061,Deborah,Evans,Female,19,jenniferjohnson@crawford-king.com,2694214921,Sandraberg,Oregon,USA,2025-06-22,Platinum,In-Store
CUST00062,Rebecca,Obrien,Male,55,mollycarlson@gmail.com,017-308-3321x66451,Lake Christopherville,Idaho,USA,2024-10-03,Silver,Web
CUST00063,Carlos,Meyer,Male,63,xcarlson@hickman.org,720.702.3446,Joshuachester,Texas,USA,2022-01-05,Platinum,Web
CUST00064,Charles,Pierce,Male,22,lzhang@yahoo.com,(622)711-4979x998,Colemanfurt,Maine,USA,2022-07-07,Silver,Mobile App
CUST00065,John,Mcclain,Male,50,cynthiamorris@yahoo.com,001-663-408-9527x7751,Jamesview,Oregon,USA,2024-02-07,Silver,Mobile App
CUST00066,Thomas,Delacruz,Other,49,tricia33@rios.com,001-883-123-1978x8604,Kennethtown,Missouri,USA,2024-08-22,Silver,In-Store
CUST00067,Cindy,Proctor,Male,64,davismike@yahoo.com,(394)081-3517x08089,Davidfurt,New Jersey,USA,2022-01-05,Platinum,In-Store
CUST00068,Andrew,Gardner,Female,33,ashlee98@yahoo.com,6915870688,South Dawn,Pennsylvania,USA,2022-05-18,Gold,Mobile App
CUST00069,Bruce,Perkins,Male,24,allenlaura@yahoo.com,+1-477-714-3876,East Laurafort,Rhode Island,USA,2023-12-28,Silver,In-Store
CUST00070,Pamela,Mccormick,Female,40,ashleymarshall@meyer.com,+1-185-735-0342x02057,East Alexanderhaven,Arizona,USA,2025-07-27,Gold,Mobile App
CUST00071,Blake,Alvarez,Female,64,xweaver@mitchell.com,325-118-8685,Port Andrewton,Oklahoma,USA,2024-01-01,Silver,In-Store
CUST00072,Wesley,Mann,Other,59,tranteresa@gmail.com,527-659-1644,Port Monicabury,Massachusetts,USA,2026-02-16,Silver,Web
CUST00073,Peter,Stewart,Female,64,lwatkins@gmail.com,(952)923-1841x818,Ramirezberg,Virginia,USA,2021-09-29,Gold,Web
CUST00074,Stephanie,Gonzales,Male,30,finleydaniel@hotmail.com,(546)718-7006x5691,Lake Karen,Utah,USA,2023-06-08,Silver,In-Store
CUST00075,Brian,Wood,Female,26,andrea39@yahoo.com,+1-330-153-4481,Ramosland,Alaska,USA,2021-08-04,Gold,Web
CUST00076,Gregory,Smith,Female,47,sally87@hotmail.com,+1-253-261-6712x563,New Georgetown,Oklahoma,USA,2026-03-09,Silver,Web
CUST00077,Donald,Ford,Female,69,jholmes@scott.com,977-985-2534x760,New Christieberg,South Carolina,USA,2022-12-23,Platinum,Web
CUST00078,Richard,Smith,Male,59,haynesryan@lee.info,001-581-825-0552x8542,Port Jeremymouth,North Carolina,USA,2025-10-06,Platinum,Web
CUST00079,Vernon,Salazar,Male,66,dylanmcbride@thompson-allison.biz,509-418-3626x243,Lake Matthew,Colorado,USA,2022-03-27,Silver,Web
CUST00080,Rita,Hale,Female,49,stevenswesley@hotmail.com,9003029507,Michaelborough,Kentucky,USA,2025-12-16,Gold,Web
CUST00081,Richard,Reynolds,Female,21,bryanmindy@yahoo.com,712.848.8895,West Emily,Montana,USA,2024-10-18,Silver,Mobile App
CUST00082,Tony,Smith,Male,42,benjaminricky@thompson.org,(925)006-6045,West Jasonhaven,Vermont,USA,2022-05-23,Gold,Mobile App
CUST00083,Cameron,Love,Female,45,william30@wells.com,001-419-771-1914x08513,South Lindamouth,West Virginia,USA,2026-04-16,Platinum,In-Store
CUST00084,Robert,Harris,Other,60,smithsummer@hotmail.com,877.281.1027x61040,Mariafort,Iowa,USA,2025-01-16,Platinum,Mobile App
CUST00085,Jill,Holmes,Male,30,marshallsarah@yahoo.com,048.551.7393x9028,North Michelleport,Iowa,USA,2023-04-14,Gold,Web
CUST00086,Jeanette,Medina,Male,55,kaitlinkrause@reed.com,0587919677,North Jacob,Missouri,USA,2026-04-21,Platinum,In-Store
CUST00087,Timothy,Ramirez,Male,65,vschmidt@gmail.com,001-548-139-3833x23640,Port Ann,Washington,USA,2025-02-18,Gold,Web
CUST00088,Robert,Sutton,Male,55,jcollins@gmail.com,+1-997-825-9465x402,Marshallside,Rhode Island,USA,2025-07-01,Gold,In-Store
CUST00089,James,Smith,Other,28,timothy46@gmail.com,184-838-2287x3746,Danielleview,Arkansas,USA,2021-09-06,Silver,In-Store
CUST00090,Brianna,Carr,Male,29,parkanthony@jimenez.biz,+1-802-271-3206,North Pamela,Florida,USA,2022-02-09,Silver,In-Store
CUST00091,Jerome,Villa,Male,61,lparker@hart.biz,778-139-9456x285,South Wandafort,Virginia,USA,2025-07-01,Silver,Mobile App
CUST00092,Craig,Barber,Male,54,smitheric@gmail.com,108.540.7429x25741,Rachelbury,South Carolina,USA,2026-04-06,Silver,In-Store
CUST00093,Stacy,Martinez,Other,20,edwingordon@yahoo.com,(738)991-1374x544,Douglasshire,Maine,USA,2024-05-18,Platinum,Web
CUST00094,Carrie,Jones,Female,60,patrick07@yahoo.com,+1-860-405-2004x702,Smithmouth,South Dakota,USA,2022-12-06,Platinum,In-Store
CUST00095,Alicia,Reynolds,Other,38,raymondfernandez@valdez.biz,5430827465,Dianahaven,Iowa,USA,2025-04-30,Gold,Web
CUST00096,Ashley,Tucker,Other,63,debrarobbins@chandler.biz,344.678.4862,Robertmouth,Maryland,USA,2021-10-30,Gold,Web
CUST00097,Linda,Harding,Female,43,jill63@gmail.com,200.195.1887,Port Dustin,Idaho,USA,2024-11-24,Silver,In-Store
CUST00098,Mark,Brown,Other,37,anthony71@alvarez.org,001-506-384-7242x824,New Lauren,Vermont,USA,2025-11-29,Gold,Mobile App
CUST00099,John,Bell,Male,18,andrea75@owens.info,+1-192-813-9908,East Jennifermouth,Wisconsin,USA,2024-10-11,Gold,In-Store
CUST00100,Kimberly,Ross,Other,24,robert87@fields.com,554.272.3084,Cochranfort,Colorado,USA,2022-05-31,Silver,In-Store
CUST00101,Nicole,Garcia,Male,50,bryce54@hotmail.com,365-029-0008x75582,Port Davidmouth,North Carolina,USA,2026-01-08,Gold,Web
CUST00102,Bobby,Porter,Female,22,glennrobert@gmail.com,265-306-8557,West Jason,Michigan,USA,2022-05-21,Silver,Mobile App
CUST00103,Megan,Ramirez,Female,28,lriley@myers-smith.com,899-297-3938,Lake Kathleenchester,Montana,USA,2023-10-30,Gold,In-Store
CUST00104,Adrian,Scott,Other,37,hawkinsveronica@lee-ruiz.com,001-194-376-9908x173,Petersonbury,Louisiana,USA,2021-07-25,Platinum,In-Store
CUST00105,Christina,Villarreal,Other,18,anna48@navarro-richardson.org,351-673-8557x4741,Christopherburgh,New Hampshire,USA,2024-07-27,Platinum,In-Store
CUST00106,Teresa,Smith,Female,60,elizabeth07@gmail.com,8473410951,Singletonbury,Florida,USA,2022-06-07,Silver,Web
CUST00107,Lucas,Smith,Female,25,scottfigueroa@white.com,939.009.4039x74052,Huffmanshire,Texas,USA,2025-07-22,Silver,In-Store
CUST00108,Justin,Johnson,Other,27,nicholssteven@gmail.com,+1-707-432-3654x825,Riverabury,Maine,USA,2023-11-22,Gold,Mobile App
CUST00109,Theresa,Brown,Other,31,figueroagabriel@byrd.com,539.330.0103,Middletonborough,Hawaii,USA,2023-08-20,Platinum,Mobile App
CUST00110,Jose,Paul,Male,61,trevor90@price-flores.biz,257.257.6339,North Matthewbury,Vermont,USA,2024-12-09,Platinum,Mobile App
CUST00111,Kristin,Andrews,Other,49,pjohnson@hotmail.com,567-350-3279x122,Adamsburgh,Colorado,USA,2023-01-26,Gold,Web
CUST00112,Kristen,Duarte,Male,58,mary72@yahoo.com,001-449-072-6920x1142,East Curtisshire,Utah,USA,2025-03-03,Gold,Mobile App
CUST00113,Fred,Powell,Male,18,morgansmith@hotmail.com,696-070-7480x041,Richland,Rhode Island,USA,2021-09-11,Gold,Web
CUST00114,Meghan,Huang,Other,34,george24@gmail.com,021-232-2567,North Kathryn,South Carolina,USA,2025-04-30,Silver,In-Store
CUST00115,Gail,Ware,Female,53,lindsaywilson@garrison-lutz.com,509.046.6707x54864,West Alexandermouth,Nebraska,USA,2022-05-08,Platinum,Mobile App
CUST00116,Karen,Jenkins,Other,18,lindsey87@hotmail.com,441-792-2341x816,Mackenziebury,Washington,USA,2024-05-17,Silver,Web
CUST00117,Amy,Adams,Other,27,mclark@gmail.com,(355)738-5201,Edwardsmouth,Iowa,USA,2022-10-02,Platinum,Web
CUST00118,Stephanie,Foley,Female,55,thomasadam@yahoo.com,+1-517-665-1220,Maryborough,New Mexico,USA,2022-02-23,Platinum,Web
CUST00119,David,Curry,Female,26,cynthia29@guerrero.com,720-729-7837,West Donaldville,Maine,USA,2022-05-16,Silver,Mobile App
CUST00120,Melanie,White,Female,68,william09@hotmail.com,001-016-090-8546x598,Port Steven,Iowa,USA,2023-07-14,Silver,Mobile App
CUST00121,Monica,Smith,Male,61,joneslori@gmail.com,001-962-906-3592,East Johntown,Florida,USA,2023-03-30,Silver,In-Store
CUST00122,Megan,Garrison,Male,40,taylorashley@gmail.com,001-270-262-0831,Markfort,North Carolina,USA,2025-01-24,Platinum,Mobile App
CUST00123,Meagan,Cortez,Other,65,vangmatthew@turner.com,001-978-410-7282x9301,Port Natalie,Delaware,USA,2025-07-05,Silver,Web
CUST00124,Colleen,Harper,Male,69,lisawood@preston.com,+1-769-532-4743x9500,Priscillaton,West Virginia,USA,2022-10-02,Silver,Mobile App
CUST00125,Nancy,Edwards,Male,29,iperkins@serrano-duke.info,001-924-323-6678x162,Greenburgh,Colorado,USA,2022-07-08,Platinum,Mobile App
CUST00126,Dominique,Young,Female,69,denisediaz@richardson.biz,348.581.5051x0410,Russellfurt,Colorado,USA,2023-02-02,Platinum,In-Store
CUST00127,Pamela,Washington,Male,35,jack90@gmail.com,001-789-563-5168x79235,Sarahland,Nebraska,USA,2025-10-04,Silver,In-Store
CUST00128,Jesus,Newman,Male,42,jeffrey33@hotmail.com,+1-608-830-2622x586,Youngfurt,Oregon,USA,2021-09-24,Silver,Mobile App
CUST00129,Michael,Gonzalez,Male,30,hamiltonmary@chavez.net,001-657-181-3546x70479,Pooleshire,Oklahoma,USA,2023-05-29,Gold,Mobile App
CUST00130,Dana,Johnson,Female,70,nhamilton@nolan.org,(657)589-1858,Leeburgh,Wyoming,USA,2023-03-15,Silver,Web
CUST00131,Susan,Hamilton,Male,60,leah68@hotmail.com,001-247-408-2507x43936,South Jenniferfurt,Tennessee,USA,2023-08-20,Silver,Mobile App
CUST00132,Marilyn,Thomas,Female,35,galvankatherine@gonzalez.com,001-596-007-1673x5079,Burgessbury,Connecticut,USA,2025-06-28,Silver,Mobile App
CUST00133,Barbara,Miller,Female,59,waredaniel@johnson.com,960.686.8832,Murrayfort,Oklahoma,USA,2023-07-03,Platinum,Mobile App
CUST00134,Anita,Li,Other,52,ryanshannon@yahoo.com,248-670-9957,Kellymouth,Florida,USA,2022-10-17,Gold,Web
CUST00135,Steven,Stephens,Male,34,onelson@gmail.com,(872)128-3178x64631,South Stephanie,Idaho,USA,2024-09-23,Silver,In-Store
CUST00136,Haley,Norton,Female,20,cummingssteven@yahoo.com,622-688-1929x9381,New Iantown,Texas,USA,2021-05-13,Silver,In-Store
CUST00137,Holly,Hubbard,Female,40,ujohnson@wright-bryant.net,822.428.7691x727,Paigemouth,Colorado,USA,2023-08-19,Platinum,Mobile App
CUST00138,Brendan,Ortiz,Female,56,jcraig@thompson-hill.com,(850)196-7335x926,West Sydney,Utah,USA,2024-10-02,Platinum,Web
CUST00139,Tiffany,Bailey,Female,54,pdodson@yahoo.com,(096)861-6361x4979,Port Teresaberg,Alabama,USA,2023-10-24,Silver,Mobile App
CUST00140,Donald,Bennett,Male,63,bsmith@gmail.com,001-032-643-8181x30835,Jessicamouth,Idaho,USA,2024-12-10,Gold,Web
CUST00141,Peter,Williams,Other,69,gtucker@gmail.com,536.619.3796x296,Weberland,Alabama,USA,2021-10-16,Platinum,In-Store
CUST00142,Rachel,Stark,Other,65,richard02@gmail.com,001-294-354-8571x382,Port Teresaborough,North Dakota,USA,2025-03-26,Platinum,In-Store
CUST00143,John,Horn,Male,41,kyle48@hotmail.com,(543)295-8854,Port Stephenchester,Kentucky,USA,2022-08-24,Gold,Web
CUST00144,Jacqueline,Tapia,Other,39,mdonovan@jones-wells.com,359-461-1098x73573,Chapmanchester,Idaho,USA,2023-07-29,Platinum,Mobile App
CUST00145,Michael,Gutierrez,Other,25,patrickpratt@gmail.com,448-593-8836x385,Brendaton,Nebraska,USA,2021-05-26,Platinum,Mobile App
CUST00146,Rebekah,Horn,Other,37,emiller@hotmail.com,681-004-4204x961,Port Tanner,Montana,USA,2024-12-29,Platinum,Mobile App
CUST00147,Jane,Howard,Female,43,phowell@caldwell.org,001-610-033-8250x142,Anthonyside,Oklahoma,USA,2024-01-25,Platinum,Mobile App
CUST00148,William,Gallagher,Other,26,salazarlance@gmail.com,+1-120-269-5388x40002,Bakerville,South Carolina,USA,2023-05-13,Silver,Mobile App
CUST00149,Michael,Reed,Other,42,seth27@grimes-moon.biz,(758)762-6006,East Jeffrey,Vermont,USA,2025-04-03,Platinum,In-Store
CUST00150,Daniel,Cummings,Male,57,bonnie69@larson-carter.com,(390)610-8008x0460,Orrside,Delaware,USA,2022-06-01,Platinum,Mobile App
CUST00151,James,Adams,Female,53,sherry59@jensen.com,+1-885-389-0739x9100,North Richardburgh,Tennessee,USA,2022-05-02,Silver,Mobile App
CUST00152,Joseph,Escobar,Female,31,johnmason@best.biz,+1-374-604-8319,Brownfurt,Montana,USA,2024-09-09,Gold,In-Store
CUST00153,Leah,Stanley,Other,59,crobbins@jackson.com,(471)018-2435,Tracifort,Missouri,USA,2024-03-14,Gold,Mobile App
CUST00154,Amanda,Pena,Female,46,jhill@harrison-ward.com,001-077-750-5752x189,West Jeremiahview,Massachusetts,USA,2024-08-29,Platinum,Web
CUST00155,Steven,Fisher,Other,48,karenanderson@yahoo.com,001-947-284-2775,Christinaland,Kansas,USA,2024-12-29,Platinum,Web
CUST00156,Heather,Rodriguez,Other,23,rebeccamejia@yahoo.com,001-138-392-5678,Anthonystad,Arizona,USA,2025-08-16,Gold,In-Store
CUST00157,Robin,Burton,Other,58,irichards@gmail.com,702-177-0530x2175,New Summer,Washington,USA,2021-07-18,Platinum,Mobile App
CUST00158,Jeremy,Wilson,Male,70,qkirk@roberson.com,(272)699-1370,Christinashire,North Carolina,USA,2024-08-01,Silver,In-Store
CUST00159,Sean,Kerr,Female,32,dennisnguyen@delgado.info,359.755.1987x6354,Edwardside,Oklahoma,USA,2024-08-25,Silver,Web
CUST00160,Thomas,Paul,Male,20,chelseagill@gomez.net,(390)711-7966x13670,West Shawn,Montana,USA,2026-01-23,Silver,Mobile App
CUST00161,Joseph,Perry,Other,67,hernandezmatthew@steele-pollard.biz,001-335-770-1481x7639,East Katherinetown,Nebraska,USA,2026-05-03,Silver,Mobile App
CUST00162,Colleen,Jones,Female,58,matthew95@gmail.com,197-881-0723x701,Christinastad,Massachusetts,USA,2021-08-13,Platinum,Web
CUST00163,Rose,Garcia,Other,62,donaldbrown@gomez.com,978-554-9022,Petersside,Kentucky,USA,2025-05-06,Gold,Mobile App
CUST00164,Peter,Lee,Female,33,taylordarryl@gmail.com,001-608-499-2288x29425,Aprilstad,Washington,USA,2022-03-20,Silver,In-Store
CUST00165,Jessica,Zamora,Other,18,coopersean@david-anderson.info,001-032-488-1575,Blackwellborough,New Mexico,USA,2022-01-17,Silver,Mobile App
CUST00166,Jacob,Allen,Male,29,fisherjoseph@hale.com,+1-485-059-8855,East John,Vermont,USA,2024-11-28,Platinum,In-Store
CUST00167,Joseph,Atkinson,Female,21,colemanemily@matthews-pittman.net,859-153-6410,Port David,Florida,USA,2022-03-07,Platinum,Web
CUST00168,Melinda,Lindsey,Male,47,calebblake@aguilar.com,6931760056,Elliottborough,New Jersey,USA,2022-10-22,Silver,Mobile App
CUST00169,Lawrence,Guzman,Other,51,sotoautumn@martinez.com,9160986278,Lake Gregoryville,Vermont,USA,2021-06-30,Platinum,In-Store
CUST00170,Jeff,Norris,Female,66,jacobscharles@hotmail.com,938.436.0154,Geraldfort,Kentucky,USA,2023-02-01,Gold,In-Store
CUST00171,Kaitlyn,Flores,Other,50,krogers@simon.net,(262)514-4347x842,Port Rodneyberg,Wyoming,USA,2024-03-29,Gold,In-Store
CUST00172,David,Hanna,Female,28,stewartthomas@hubbard-bradley.com,+1-376-176-4648x47921,Jameshaven,Louisiana,USA,2023-10-17,Platinum,Mobile App
CUST00173,Anita,Brown,Female,34,wlynch@patton.biz,790.059.1535x6398,Michaelberg,Florida,USA,2026-01-29,Silver,In-Store
CUST00174,Maria,Parks,Female,67,margaret55@gmail.com,460-116-8198,Sheilahaven,Arkansas,USA,2025-10-24,Platinum,Mobile App
CUST00175,Timothy,Young,Other,33,kimberlyhancock@yahoo.com,834.097.2850x93017,West Marymouth,Georgia,USA,2026-03-07,Gold,Mobile App
CUST00176,Jenny,George,Male,63,silvagina@hotmail.com,001-814-536-0304x5147,Catherineburgh,Louisiana,USA,2022-05-01,Gold,Web
CUST00177,Heather,Copeland,Female,39,sharon08@yahoo.com,218-545-2079x78263,Elizabethbury,Florida,USA,2023-08-03,Gold,In-Store
CUST00178,Michael,Jackson,Male,26,singram@oliver-farmer.biz,+1-946-124-8595x2136,East Suefurt,Utah,USA,2022-01-11,Silver,Web
CUST00179,Morgan,Vance,Female,62,erin43@montoya-vega.com,+1-915-970-7953x68648,West Kara,Nevada,USA,2025-01-22,Silver,In-Store
CUST00180,Shawn,Wolf,Male,22,tyler85@gmail.com,+1-244-365-8691,Kaylaborough,Utah,USA,2024-01-16,Gold,Mobile App
CUST00181,William,Green,Female,52,kevin43@baird.com,865.317.0834,Lake Savannah,Alaska,USA,2024-10-21,Gold,Mobile App
CUST00182,Kristy,Fox,Male,31,bryantwilliam@rivera.com,(336)594-5897x6573,Port Markville,Connecticut,USA,2026-03-24,Gold,Mobile App
CUST00183,Heather,Sherman,Other,62,zjackson@nelson.com,516.899.7359x778,Lake Anthonychester,Idaho,USA,2021-06-14,Silver,In-Store
CUST00184,Cynthia,Maxwell,Female,48,curtiskatherine@jones.org,5784609130,Robertville,Texas,USA,2022-08-15,Silver,Mobile App
CUST00185,Susan,Harris,Female,66,hornmaria@oconnor.biz,+1-978-473-2128x86071,West Timothy,Delaware,USA,2022-10-18,Gold,Mobile App
CUST00186,Samuel,Mooney,Other,65,richard73@hart.info,001-615-240-2650x63527,North Williamberg,Colorado,USA,2023-04-16,Platinum,In-Store
CUST00187,Jessica,Conley,Other,32,frank05@yahoo.com,648-330-9703,Port Logan,New Mexico,USA,2021-10-20,Gold,Web
CUST00188,Laura,Patterson,Female,45,brenda85@hotmail.com,+1-674-008-1155,Beckytown,Vermont,USA,2025-12-08,Gold,Web
